,numero_empleado,desvinculado,genero,edad,año_nacimiento,estado_civil,nivel_estudios,campo_estudios,frecuencia_viaje,distancia_domicilio,teletrabajo,tipo_jornada,formaciones_ultimo_año,trabajos_anteriores,años_en_activo,antigüedad_empresa,años_ultimo_ascenso,años_mismo_responsable,años_puesto_actual,departamento,rol_y_departamento,categoria,puesto,horas_extras,evaluacion_desempeño,tarifa_hora,tarifa_diaria,tarifa_mensual,ingreso_mensual,%_incremento_salarial,recibe_mismo_salario,acceso_acciones_empresa,nivel_compromiso,nivel_satisfaccion_global,nivel_satisfaccion_trabajo,nivel_ satisfaccion_relaciones,nivel_satisfaccion_conciliacion
130,"638,0",No,0,49,1974,,4,Life Sciences,,28.97,1,,5,1,,31,0,9,,,,5,research director,Yes,"3,0",58.0,1245.0,2125,,17,,1,2,4,3,3,"3,0"
131,"683,0",No,0,34,1989,Married,5,,travel_rarely,1.61,Yes,"80,0",4,1,,10,8,8,,research & development,research scientist  -  research & development,1,research scientist,No,"3,0",42.0,1397.0,7660,2691.0,12,2691.0,1,3,2,4,4,"2,0"
132,"780,0",Yes,0,33,1990,Single,4,Other,travel_rarely,1.61,0,"80,0",2,1,"10,0",10,7,8,,,,1,research scientist,,"3,0",63.0,527.0,5207,,13,,0,3,4,4,3,"2,0"
133,"817,0",No,0,33,1990,Married,3,Medical,,11.27,True,,3,0,,13,3,7,,research & development,research director  -  research & development,3,research director,No,"3,0",49.0,213.0,25995,,11,,0,3,3,3,4,"4,0"
134,"901,0",No,1,53,1970,,4,,travel_rarely,37.01,1,,0,6,"33,0",12,3,8,,,,4,research director,No,"3,0",72.0,,20206,,18,,0,3,4,4,3,"3,0"
135,"944,0",No,1,49,1974,Married,2,Other,travel_rarely,12.87,0,,3,4,"29,0",26,1,7,,,,3,laboratory technician,,"3,0",51.0,527.0,22477,7403.0,11,7403.0,1,3,1,2,3,"2,0"
136,"984,0",No,0,35,1988,,4,,,33.8,0,"80,0",2,6,,10,0,8,,,,3,sales executive,,"3,0",,882.0,6812,,13,,1,3,21,4,2,"3,0"
137,"1088,0",No,1,38,1985,Married,1,Life Sciences,travel_rarely,27.36,0,,4,0,"20,0",19,1,9,,,,3,healthcare representative,,"3,0",65.0,330.0,24608,8823.0,18,8823.0,1,2,3,3,1,"2,0"
138,"1124,0",No,0,46,1977,Married,1,Marketing,,4.83,0,,3,3,,12,4,9,,sales,manager  -  sales,4,manager,No,"3,0",,406.0,15596,,12,,1,3,1,3,4,"3,0"
139,,No,0,36,1987,Single,4,,non-travel,28.97,False,,0,2,"18,0",11,0,9,,,,2,manufacturing director,,"4,0",78.0,217.0,23238,,20,,0,3,1,4,1,"3,0"
140,"1167,0",Yes,0,42,1981,Single,3,Life Sciences,travel_frequently,24.14,Yes,,2,0,,21,13,14,,,,4,sales executive,,,44.0,481.0,2447,,12,,0,3,15,1,2,"2,0"
141,"1184,0",No,0,34,1989,Single,3,,travel_frequently,1.61,1,,3,0,"14,0",13,4,9,,,,2,healthcare representative,No,"4,0",97.0,669.0,25755,,20,,0,2,4,1,3,"3,0"
142,,No,0,30,1993,,3,Medical,travel_rarely,1.61,1,,2,0,"12,0",11,5,7,,research & development,research scientist  -  research & development,1,research scientist,Yes,"4,0",63.0,1465.0,9369,3579.0,21,3579.0,1,3,4,2,1,"3,0"
143,,No,0,54,1969,Married,3,Life Sciences,travel_rarely,4.83,1,"80,0",2,3,"36,0",10,0,9,,,,4,research director,No,"3,0",85.0,685.0,23474,17779.0,14,17779.0,0,3,4,4,1,"3,0"
144,"1252,0",No,1,31,1992,Single,3,Medical,travel_rarely,38.62,False,,2,1,"10,0",10,1,8,,,,2,healthcare representative,No,,96.0,1062.0,17198,,19,,0,2,3,1,2,"3,0"
145,"1267,0",No,0,44,1979,Married,3,,,8.05,True,"80,0",5,7,"26,0",22,3,10,,,,5,manager,No,"3,0",88.0,1099.0,8751,18213.0,11,18213.0,1,3,2,2,3,"3,0"
146,"1278,0",No,0,55,1968,Divorced,1,,non-travel,12.87,False,,3,1,,33,15,0,,,,4,healthcare representative,Yes,"3,0",37.0,177.0,25592,13577.0,15,13577.0,1,2,4,2,4,"3,0"
147,"1288,0",No,0,44,1979,Divorced,2,Life Sciences,travel_rarely,6.44,False,,4,1,,25,14,13,,,,5,manager,No,"3,0",92.0,1199.0,17477,19190.0,14,19190.0,2,4,3,1,4,"2,0"
148,,No,0,34,1989,,3,Life Sciences,travel_frequently,17.7,1,,5,4,"14,0",10,1,8,,human resources,human resources  -  human resources,2,human resources,No,"3,0",56.0,648.0,21833,,11,,2,2,3,2,4,"4,0"
149,"1307,0",No,1,39,1984,Divorced,4,,,20.92,0,,4,6,,19,15,2,,,,4,manager,Yes,"3,0",94.0,412.0,17334,17123.0,13,17123.0,2,2,3,2,4,"3,0"
150,"1336,0",No,1,55,1968,,2,Medical,travel_rarely,3.22,True,,5,4,"23,0",19,9,11,,,,5,manager,,,58.0,282.0,6992,19187.0,14,19187.0,1,1,4,3,4,"3,0"
151,"1352,0",No,0,51,1972,,3,Life Sciences,,8.05,True,"80,0",2,1,,33,0,10,,,,4,manager,,"3,0",84.0,770.0,17588,,11,,1,3,3,2,2,"3,0"
152,"1360,0",Yes,1,58,1965,Marreid,4,Medical,,22.53,True,"80,0",0,7,,10,5,9,,,,3,manufacturing director,,"3,0",53.0,601.0,12023,10008.0,14,10008.0,0,2,14,1,4,"2,0"
153,,No,0,48,1975,Single,3,Life Sciences,,6.44,1,,2,1,"11,0",10,0,8,,,,3,manufacturing director,No,"3,0",54.0,855.0,18706,,11,,0,3,4,4,3,"3,0"
154,"1419,0",No,0,29,1994,Single,3,,travel_rarely,27.36,False,,3,1,,10,0,9,,human resources,human resources  -  human resources,3,human resources,,"3,0",51.0,332.0,9769,7988.0,13,7988.0,0,2,2,1,1,"2,0"
155,"1478,0",No,0,34,1989,Single,3,Other,,4.83,1,"80,0",2,3,"15,0",13,3,12,,,,2,sales executive,No,,81.0,1326.0,15891,,18,,0,1,4,1,4,"3,0"
156,"1480,0",No,1,42,1981,,2,,travel_frequently,14.48,Yes,,3,1,"12,0",12,5,8,,,,1,laboratory technician,,"3,0",74.0,748.0,16458,,13,,0,3,1,4,3,"3,0"
157,,No,0,57,1966,Married,2,Life Sciences,travel_rarely,1.61,True,,2,0,"13,0",12,2,8,,,,2,research scientist,No,"4,0",93.0,405.0,2721,,24,,1,4,2,3,1,"2,0"
158,"1489,0",Yes,1,34,1989,Single,4,,travel_rarely,38.62,0,,2,0,"16,0",15,10,10,,,,2,sales executive,Yes,"4,0",40.0,790.0,7815,,23,,0,2,1,2,3,"4,0"
159,"1520,0",No,1,54,1969,,4,Medical,travel_frequently,17.7,1,,2,3,"26,0",14,1,12,,,,4,manager,No,,87.0,1050.0,24456,,20,,1,3,2,4,1,"3,0"
160,"1535,0",No,0,34,1989,,3,,travel_rarely,1.61,0,"80,0",3,1,,10,8,6,,,,3,sales executive,,"3,0",64.0,971.0,12288,7083.0,14,7083.0,0,2,4,3,4,"3,0"
161,"1586,0",No,0,29,1994,Single,1,Medical,,4.83,True,,3,1,,10,1,5,,,,1,laboratory technician,,"3,0",87.0,1370.0,16213,4723.0,18,4723.0,0,3,2,1,4,
162,"1596,0",No,0,35,1988,,3,Life Sciences,travel_rarely,45.06,True,,3,1,,10,6,8,,,,2,laboratory technician,,,46.0,750.0,25348,3407.0,17,3407.0,2,4,2,3,4,"2,0"
163,"1667,0",Yes,0,35,1988,,4,Other,,19.31,True,,2,3,"13,0",11,6,7,,,,2,sales executive,,"4,0",36.0,880.0,10414,,24,,0,3,4,4,1,"4,0"
164,"1701,0",No,1,34,1989,Married,3,Life Sciences,travel_rarely,30.58,1,,3,1,"10,0",10,8,7,,,,1,research scientist,No,"3,0",35.0,678.0,20338,2929.0,12,2929.0,0,2,2,4,2,"3,0"
165,"1706,0",No,0,43,1980,,3,,,3.22,False,,3,1,"10,0",10,8,8,,,,2,sales executive,Yes,"3,0",73.0,1179.0,6069,,17,,1,3,4,4,1,"3,0"
166,,No,0,58,1965,Divorced,3,Medical,non-travel,3.22,Yes,,0,4,"37,0",16,14,14,,,,4,manager,No,"4,0",52.0,350.0,22577,,22,,1,3,2,2,4,"2,0"
167,,No,1,36,1987,Marreid,4,,travel_rarely,22.53,False,,4,1,"10,0",10,1,7,,sales,sales executive  -  sales,2,sales executive,Yes,"3,0",63.0,1266.0,6060,,13,,1,2,14,3,1,"3,0"
168,"1971,0",No,0,43,1980,Married,3,Life Sciences,travel_rarely,17.7,1,,1,1,"10,0",10,0,9,,,,3,healthcare representative,,"3,0",30.0,574.0,16873,,17,,1,3,1,3,2,"3,0"
169,,No,0,55,1968,Married,4,Human Resources,,41.84,Yes,"80,0",0,4,"35,0",10,1,4,,,,5,manager,Yes,"3,0",71.0,189.0,25811,,18,,1,4,3,2,1,"3,0"
170,"1976,0",No,0,42,1981,Single,2,,,37.01,True,"80,0",2,1,"20,0",20,3,7,,research & development,research scientist  -  research & development,2,research scientist,,"3,0",37.0,,14811,,12,,0,2,4,3,4,"3,0"
171,"1985,0",No,1,40,1983,Married,3,Technical Degree,,17.7,True,,2,1,"10,0",10,9,4,,,,2,laboratory technician,,,73.0,692.0,26849,,11,,1,3,4,3,1,"4,0"
172,"2032,0",Yes,0,56,1967,Married,2,Technical Degree,,11.27,Yes,"80,0",4,8,"14,0",10,9,8,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,"3,0",72.0,310.0,3666,,11,,1,3,4,3,4,"1,0"
173,"2056,0",No,1,39,1984,,1,Marketing,travel_rarely,53.11,Yes,"80,0",2,0,,20,9,6,,,,4,sales executive,,"3,0",60.0,722.0,8828,12031.0,11,12031.0,1,2,33,4,1,"2,0"
174,,No,1,53,1970,Married,4,Life Sciences,travel_rarely,3.22,1,"80,0",3,2,,25,3,7,,,,4,manager,No,"3,0",78.0,1219.0,22021,15427.0,16,15427.0,0,2,1,4,3,"3,0"
175,,No,0,27,1996,Single,3,,travel_frequently,12.87,0,,0,1,"9,0",9,1,7,,,,3,sales executive,No,"3,0",37.0,994.0,2975,,15,,0,3,4,3,4,"3,0"
176,"57,0",No,1,30,1993,,2,,travel_frequently,1.61,Yes,,2,1,"12,0",12,3,7,,,,2,laboratory technician,,"4,0",58.0,721.0,10781,,23,,0,3,3,4,4,
177,,No,0,35,1988,Married,5,Life Sciences,,28.97,True,"80,0",3,1,"9,0",9,1,8,,,,3,sales executive,,"4,0",71.0,853.0,11031,,22,,1,3,2,1,4,"2,0"
178,"78,0",No,0,32,1991,Married,3,Medical,travel_rarely,1.61,1,,3,1,"9,0",9,7,8,,research & development,manufacturing director  -  research & development,2,manufacturing director,Yes,"4,0",,427.0,10877,6162.0,22,6162.0,1,3,1,4,2,"3,0"
179,"104,0",No,0,30,1993,Married,1,Life Sciences,travel_rarely,1.61,0,,1,1,,10,3,0,,,,2,laboratory technician,,"3,0",55.0,852.0,15998,5126.0,12,5126.0,2,2,4,4,3,
180,"118,0",Yes,0,46,1977,,2,Medical,,14.48,False,,3,1,"9,0",9,4,7,,sales,sales executive  -  sales,3,sales executive,No,"3,0",64.0,669.0,13596,9619.0,16,9619.0,0,2,3,4,4,"3,0"
181,"121,0",No,1,30,1993,,2,,travel_rarely,6.44,False,,4,1,"11,0",11,2,7,,,,2,sales executive,Yes,"3,0",63.0,1334.0,19760,,12,,3,2,3,2,2,"2,0"
182,"125,0",No,0,32,1991,Single,4,,,9.66,1,"80,0",0,1,"12,0",11,5,7,,,,2,sales executive,No,"3,0",87.0,1093.0,24301,5010.0,16,5010.0,0,3,2,3,1,"3,0"
183,,No,0,35,1988,Married,5,Marketing,travel_rarely,59.55,False,,3,1,,10,0,6,,,,3,sales executive,,"3,0",94.0,,11439,,13,,2,3,3,2,1,"3,0"
184,"207,0",No,1,32,1991,Single,3,Marketing,,12.87,1,"80,0",2,1,"9,0",9,3,7,,,,3,sales executive,,"3,0",43.0,967.0,15589,,14,,0,3,2,4,4,"3,0"
185,"227,0",No,0,41,1982,Divorced,3,Life Sciences,travel_rarely,54.72,1,,2,4,,9,1,8,,research & development,research scientist  -  research & development,1,research scientist,No,"3,0",56.0,465.0,4609,,12,,1,3,1,3,1,"3,0"
186,"253,0",No,1,40,1983,,1,Medical,travel_rarely,6.44,0,,2,1,"21,0",20,9,9,,,,5,manager,No,"3,0",46.0,989.0,6499,19033.0,14,19033.0,1,3,4,3,2,"3,0"
187,"264,0",No,0,45,1978,Married,2,,,3.22,1,,1,9,"22,0",20,11,8,,,,4,manager,No,"4,0",65.0,1195.0,20462,,23,,1,2,1,4,4,"3,0"
188,"291,0",Yes,0,32,1991,Married,4,,travel_rarely,6.44,0,"80,0",2,1,"14,0",14,9,8,,,,3,sales executive,No,"3,0",32.0,1045.0,25812,10400.0,11,10400.0,0,1,4,4,3,"2,0"
189,"292,0",No,0,30,1993,,1,Life Sciences,non-travel,1.61,1,"80,0",2,1,,11,5,8,,research & development,manufacturing director  -  research & development,3,manufacturing director,No,"4,0",88.0,829.0,20925,,22,,0,2,3,3,3,"3,0"
190,"306,0",No,0,37,1986,,3,,,17.7,True,,1,1,,10,0,7,,,,3,research director,,"3,0",47.0,663.0,10056,,14,,3,3,2,4,3,"3,0"
191,,No,0,37,1986,Divorced,4,,,6.44,0,"80,0",2,4,"13,0",9,5,8,,,,1,sales representative,No,"3,0",41.0,319.0,2539,2793.0,17,2793.0,1,3,1,4,3,"3,0"
192,"335,0",No,0,40,1983,,2,Technical Degree,,38.62,False,,3,1,,9,4,7,,,,2,research scientist,No,"3,0",62.0,1300.0,24447,,17,,2,3,1,4,1,"3,0"
193,,No,1,36,1987,Married,4,,non-travel,38.62,True,,3,7,"11,0",9,0,8,,,,2,laboratory technician,,"3,0",47.0,1105.0,6927,5674.0,15,5674.0,1,3,2,2,3,"3,0"
194,"420,0",No,0,32,1991,Married,3,Life Sciences,travel_rarely,11.27,True,,3,1,"13,0",13,4,8,,,,2,sales executive,,"3,0",91.0,906.0,16985,,14,,1,2,4,3,3,"2,0"
195,"421,0",No,1,38,1985,,2,Life Sciences,,40.23,1,,2,3,,10,0,1,,,,3,research director,,"3,0",81.0,849.0,26707,,17,,1,2,1,2,3,"3,0"
196,"441,0",No,1,30,1993,Married,2,,travel_rarely,45.06,Yes,"80,0",2,1,"11,0",10,1,9,,,,2,research scientist,No,"3,0",64.0,1275.0,11934,,13,,2,3,4,4,4,"3,0"
197,"531,0",No,0,39,1984,,1,,,1.61,True,,3,1,"21,0",21,1,6,,,,5,manager,,"3,0",52.0,1218.0,8213,19197.0,14,19197.0,1,3,2,3,3,"3,0"
198,"549,0",No,1,60,1963,,3,Life Sciences,,11.27,True,"80,0",5,5,"33,0",29,11,10,,,,5,manager,No,"3,0",41.0,422.0,3854,,11,,0,3,1,1,4,"1,0"
199,"567,0",No,1,30,1993,,4,Other,,35.41,True,,3,0,"10,0",9,7,8,,,,3,sales executive,,"3,0",69.0,1398.0,2890,8412.0,11,8412.0,0,3,3,1,3,"3,0"
200,"581,0",No,0,31,1992,Divorced,1,,travel_rarely,14.48,Yes,,6,1,,13,0,8,,research & development,manufacturing director  -  research & development,3,manufacturing director,No,"4,0",,1274.0,14394,,25,,1,3,3,2,4,"4,0"
201,"702,0",Yes,0,33,1990,Single,3,Life Sciences,,4.83,False,"80,0",3,1,,10,9,7,,,,1,research scientist,Yes,"3,0",70.0,1076.0,3164,3348.0,11,3348.0,0,3,1,1,1,"3,0"
202,"716,0",No,0,50,1973,Married,1,Medical,,45.06,Yes,,3,1,"20,0",20,3,8,,,,1,laboratory technician,Yes,,74.0,1207.0,3297,,11,,3,4,4,3,3,"3,0"
203,"772,0",No,0,32,1991,,4,Life Sciences,,38.62,Yes,,2,1,"10,0",10,4,7,,research & development,laboratory technician  -  research & development,2,laboratory technician,No,,80.0,430.0,21146,5309.0,15,5309.0,2,3,1,4,4,"3,0"
204,"836,0",No,0,42,1981,,3,,,46.67,True,"80,0",3,1,"10,0",9,7,8,,,,2,manufacturing director,,"3,0",98.0,933.0,11806,,13,,1,3,2,2,4,"2,0"
205,"840,0",Yes,1,49,1974,Married,3,Marketing,,17.7,0,,3,1,,9,7,7,,sales,sales executive  -  sales,3,sales executive,No,"3,0",43.0,1184.0,5860,7654.0,18,7654.0,2,3,3,4,1,"4,0"
206,"844,0",No,0,27,1996,Divorced,1,,,8.05,Yes,,3,1,,9,0,8,,,,3,research director,,"3,0",42.0,,8842,12808.0,16,12808.0,1,2,3,4,2,"3,0"
207,,No,0,33,1990,Divorced,3,Medical,travel_rarely,1.61,Yes,,5,1,"9,0",9,0,8,,,,2,sales executive,,,48.0,586.0,21816,,22,,1,4,1,1,1,"3,0"
208,"867,0",No,1,52,1971,Married,4,,,41.84,False,"80,0",3,3,"31,0",9,0,0,,research & development,manufacturing director  -  research & development,4,manufacturing director,No,"4,0",81.0,890.0,19028,,22,,0,2,3,4,3,"3,0"
209,"889,0",No,0,32,1991,,2,Life Sciences,,8.05,1,"80,0",3,1,"10,0",10,5,3,,,,2,sales executive,No,"3,0",48.0,379.0,8891,,14,,1,3,2,2,4,"3,0"
210,"924,0",No,0,36,1987,,1,Life Sciences,,22.53,0,,2,0,,16,4,11,,,,2,healthcare representative,,"3,0",68.0,1425.0,4821,6586.0,17,6586.0,1,3,3,4,1,"2,0"
211,,No,1,31,1992,,2,,non-travel,32.19,False,,2,1,,9,0,0,,sales,sales executive  -  sales,2,sales executive,,"3,0",45.0,1188.0,24406,,13,,1,3,4,3,4,"2,0"
212,,No,0,36,1987,Single,4,Medical,travel_rarely,3.22,True,,6,4,,11,3,9,,,,1,laboratory technician,No,"4,0",79.0,938.0,12287,2519.0,21,2519.0,0,3,3,3,3,"3,0"
213,"976,0",No,0,52,1971,Married,2,Life Sciences,,1.61,1,"80,0",2,2,"26,0",9,7,8,,,,4,manager,,"3,0",70.0,1053.0,13829,17099.0,15,17099.0,1,3,4,4,2,
214,"992,0",No,0,33,1990,Single,3,,non-travel,27.36,0,,2,1,"10,0",10,6,0,,,,4,manager,,"3,0",38.0,722.0,20489,,11,,0,3,4,3,4,"3,0"
215,"1002,0",No,0,45,1978,,2,Life Sciences,non-travel,37.01,1,"80,0",2,1,"9,0",9,0,8,,,,2,laboratory technician,Yes,"3,0",42.0,248.0,14039,,15,,1,3,4,1,3,"3,0"
216,"1073,0",No,1,36,1987,,5,,travel_rarely,19.31,1,,2,0,"15,0",14,7,8,,research & development,manufacturing director  -  research & development,3,manufacturing director,,"3,0",51.0,796.0,15669,,11,,0,2,4,4,2,"2,0"
217,"1138,0",No,0,49,1974,,4,,,12.87,False,"80,0",3,6,"22,0",9,2,3,,,,4,sales executive,,"3,0",56.0,174.0,11879,13120.0,17,13120.0,1,2,4,2,2,"3,0"
218,,Yes,1,29,1994,,1,,,37.01,True,,3,1,"11,0",11,3,10,,,,3,sales executive,,,45.0,408.0,11162,,13,,1,2,4,1,1,"1,0"
219,"1192,0",No,1,29,1994,Married,1,,,9.66,False,,5,1,,10,0,8,,,,1,laboratory technician,,"3,0",54.0,,26342,3131.0,13,3131.0,1,3,2,4,1,"3,0"
220,"1196,0",No,1,37,1986,Married,3,Life Sciences,,1.61,1,"80,0",2,1,"14,0",14,3,11,,research & development,manufacturing director  -  research & development,2,manufacturing director,,"3,0",56.0,977.0,9961,,13,,1,2,4,4,2,"2,0"
221,,No,0,33,1990,,5,,travel_rarely,16.09,Yes,,3,0,,9,0,8,,,,3,sales executive,,"3,0",82.0,536.0,21708,,14,,2,4,4,3,4,"3,0"
222,,No,1,34,1989,Divorced,3,Medical,travel_frequently,30.58,True,"80,0",2,4,"15,0",11,5,10,,,,2,laboratory technician,No,"3,0",46.0,135.0,22534,4444.0,13,4444.0,2,3,3,2,3,"4,0"
223,"1315,0",No,1,28,1995,Married,3,,non-travel,1.61,1,,6,0,"10,0",9,7,5,,,,2,laboratory technician,No,"3,0",55.0,1476.0,16392,6674.0,11,6674.0,3,1,3,4,1,"3,0"
224,"1324,0",No,1,31,1992,,4,,non-travel,3.22,True,,5,1,"10,0",10,9,6,,,,3,sales executive,Yes,"3,0",57.0,587.0,8935,9852.0,19,9852.0,1,3,4,3,1,"2,0"
225,"1334,0",No,0,42,1981,,1,Life Sciences,non-travel,3.22,False,"80,0",3,0,"21,0",20,2,10,,,,4,manager,Yes,,,495.0,26582,17861.0,13,17861.0,0,3,3,3,4,"2,0"
226,"1346,0",No,0,40,1983,Single,3,Life Sciences,travel_rarely,3.22,True,"80,0",4,1,"9,0",9,8,8,,,,2,research scientist,,"3,0",98.0,523.0,22455,,13,,0,3,3,4,3,"3,0"
227,"1356,0",No,1,34,1989,Single,2,Medical,,24.14,1,,6,1,,10,9,6,,,,2,sales executive,,"3,0",66.0,507.0,23553,,12,,0,3,3,1,4,"4,0"
228,"1423,0",No,1,58,1965,,3,,travel_rarely,1.61,False,,3,3,,9,1,5,,,,5,research director,,"4,0",76.0,1055.0,22456,,21,,1,3,4,1,3,"3,0"
229,"1459,0",Yes,1,31,1992,,5,,travel_frequently,1.61,1,,2,1,,10,4,7,,,,3,manufacturing director,,"3,0",100.0,1445.0,8931,7446.0,11,7446.0,0,4,3,2,1,"3,0"
230,,No,0,40,1983,,1,,non-travel,12.87,1,,5,2,"16,0",9,4,8,,,,3,research director,No,"3,0",55.0,218.0,25178,13757.0,11,13757.0,1,2,4,2,3,"3,0"
231,"1472,0",No,0,53,1970,Single,3,Medical,,3.22,True,,2,4,"35,0",9,8,8,,,,4,research director,No,"3,0",39.0,447.0,19764,16598.0,12,16598.0,0,4,4,2,2,"2,0"
232,"1485,0",No,0,34,1989,,3,,,24.14,1,,3,7,"16,0",14,6,9,,research & development,research director  -  research & development,4,research director,,"3,0",71.0,829.0,11929,,14,,2,3,2,1,4,"2,0"
233,,No,1,35,1988,Single,3,Life Sciences,travel_rarely,25.75,True,,3,1,,11,3,3,,,,3,healthcare representative,No,"3,0",91.0,1029.0,21195,,19,,0,2,4,2,4,"1,0"
234,"1543,0",No,0,37,1986,Married,3,,,20.92,Yes,,2,1,,10,3,7,,,,2,research scientist,,"3,0",47.0,674.0,3031,4285.0,17,4285.0,0,3,1,4,1,"3,0"
235,"1547,0",No,0,42,1981,,3,,travel_frequently,3.22,True,"80,0",3,2,"24,0",20,13,9,,,,3,healthcare representative,Yes,"3,0",40.0,,18611,10124.0,14,10124.0,1,3,4,4,3,"1,0"
236,"1553,0",No,0,45,1978,Divorced,4,,,1.61,1,,4,1,,10,7,7,,,,3,healthcare representative,,"3,0",66.0,538.0,20933,,12,,3,3,1,2,1,"3,0"
237,"1562,0",Yes,0,30,1993,Married,3,,travel_rarely,1.61,Yes,,4,1,,10,6,7,,,,2,sales executive,No,"3,0",64.0,740.0,5323,9714.0,11,9714.0,1,2,2,1,4,"3,0"
238,"1582,0",No,0,38,1985,Married,3,Life Sciences,travel_rarely,22.53,1,"80,0",3,0,"10,0",9,7,7,,,,2,sales executive,,"3,0",80.0,1245.0,12355,9924.0,11,9924.0,1,3,3,2,4,"3,0"
239,"1606,0",No,0,50,1973,,5,Medical,,32.19,0,"80,0",3,2,"32,0",30,12,13,,,,4,healthcare representative,,"3,0",41.0,1234.0,20689,11245.0,15,11245.0,1,3,2,3,3,"3,0"
240,,No,0,39,1984,,2,,travel_rarely,4.83,True,,3,0,,10,0,7,,,,2,laboratory technician,,"3,0",76.0,170.0,10302,3069.0,15,3069.0,1,2,3,3,4,
241,"1658,0",No,1,34,1989,,3,,travel_rarely,4.83,True,"80,0",2,1,"11,0",11,7,9,,,,2,research scientist,No,"3,0",66.0,1130.0,19332,,12,,1,3,4,2,3,"3,0"
242,"1665,0",No,1,54,1969,,5,,travel_rarely,35.41,Yes,"80,0",6,3,"36,0",10,4,7,,research & development,manager  -  research & development,4,manager,,"4,0",91.0,584.0,18685,,25,,1,3,2,3,3,"3,0"
243,,No,0,41,1982,,3,Marketing,travel_rarely,9.66,False,,3,1,,10,8,7,,,,3,sales executive,No,"3,0",35.0,918.0,15869,9241.0,12,9241.0,0,3,4,3,2,"3,0"
244,"1737,0",No,0,39,1984,Married,3,Life Sciences,,1.61,1,,2,1,,9,5,8,,,,2,laboratory technician,,"3,0",77.0,792.0,8989,6472.0,15,6472.0,1,3,4,4,4,"3,0"
245,,No,0,40,1983,,4,,travel_rarely,11.27,0,,3,1,,21,12,8,,,,5,manager,No,"3,0",88.0,611.0,4349,,14,,0,3,2,2,2,"2,0"
246,,No,0,33,1990,,3,Technical Degree,,6.44,Yes,,2,5,"11,0",9,1,7,,,,2,research scientist,No,,90.0,,6194,3055.0,15,3055.0,2,3,4,2,4,"2,0"
247,"1790,0",No,0,36,1987,,3,Life Sciences,,16.09,False,"80,0",1,7,"15,0",12,5,7,,,,3,healthcare representative,,"3,0",90.0,1383.0,25949,8321.0,13,8321.0,1,3,4,1,4,"3,0"
248,,No,0,33,1990,Married,4,Life Sciences,,12.87,True,,1,6,"14,0",10,7,6,,,,1,research scientist,No,"3,0",90.0,867.0,6076,3143.0,19,3143.0,1,4,4,1,2,"3,0"
249,"1823,0",No,0,34,1989,,2,,travel_rarely,12.87,False,,5,1,"10,0",10,4,8,,,,2,sales executive,No,"4,0",92.0,,22128,,21,,2,4,2,3,3,"3,0"
250,,No,0,29,1994,Married,1,Medical,travel_frequently,74.03,0,,3,1,,11,3,10,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,,40.0,574.0,7003,,13,,0,3,4,4,2,"4,0"
251,"1857,0",No,0,46,1977,Divorced,2,Life Sciences,travel_rarely,3.22,Yes,,4,3,"12,0",9,4,7,,,,3,manufacturing director,,"3,0",82.0,706.0,19989,8578.0,14,8578.0,1,3,4,4,3,"2,0"
252,"1864,0",No,1,27,1996,Married,1,Medical,travel_rarely,37.01,False,,5,1,,9,5,8,,,,2,sales representative,No,"4,0",36.0,728.0,7018,,21,,1,2,2,3,4,"3,0"
253,"1881,0",No,0,31,1992,Divorced,3,Life Sciences,,57.94,False,,2,1,"10,0",10,0,2,,,,2,laboratory technician,No,"3,0",89.0,311.0,18624,4197.0,11,4197.0,1,3,2,3,1,"3,0"
254,"1888,0",No,1,45,1978,,2,Life Sciences,travel_rarely,40.23,1,,2,0,"10,0",9,3,8,,research & development,manufacturing director  -  research & development,2,manufacturing director,No,,93.0,556.0,23888,,13,,2,2,2,4,4,"2,0"
255,"1950,0",No,0,34,1989,,3,Marketing,travel_rarely,1.61,False,,3,1,"14,0",14,2,1,,,,3,sales executive,No,"4,0",32.0,937.0,6770,9888.0,21,9888.0,0,3,1,4,1,"2,0"
256,,No,0,31,1992,Married,3,Life Sciences,,1.61,1,,6,1,"10,0",10,8,7,,research & development,research scientist  -  research & development,2,research scientist,,,48.0,1125.0,5771,,21,,0,1,4,1,2,"3,0"
257,"1962,0",No,1,35,1988,,4,,,11.27,0,"80,0",2,1,"10,0",10,0,9,,,,2,sales executive,Yes,"3,0",55.0,1224.0,13586,,11,,0,3,3,4,4,"3,0"
258,"1975,0",No,0,39,1984,Single,4,Marketing,travel_rarely,24.14,0,,3,0,"21,0",20,11,10,,,,4,sales executive,No,"3,0",77.0,119.0,25098,13341.0,12,13341.0,0,3,2,1,1,"3,0"
259,"1986,0",No,1,40,1983,Married,2,Marketing,travel_rarely,3.22,1,,4,3,,11,5,10,,,,2,sales executive,No,"3,0",92.0,444.0,4258,5677.0,14,5677.0,1,3,2,2,3,"3,0"
260,,No,0,30,1993,Married,2,Medical,travel_rarely,1.61,0,"80,0",6,1,"12,0",12,1,7,,,,1,laboratory technician,No,"3,0",76.0,911.0,4077,,13,,0,3,4,2,3,"2,0"
