,numero_empleado,desvinculado,genero,edad,año_nacimiento,estado_civil,nivel_estudios,campo_estudios,frecuencia_viaje,distancia_domicilio,teletrabajo,tipo_jornada,formaciones_ultimo_año,trabajos_anteriores,años_en_activo,antigüedad_empresa,años_ultimo_ascenso,años_mismo_responsable,departamento,categoria,puesto,horas_extras,evaluacion_desempeño,tarifa_hora,tarifa_diaria,tarifa_mensual,ingreso_mensual,%_incremento_salarial,acceso_acciones_empresa,nivel_compromiso,nivel_satisfaccion_global,nivel_satisfaccion_trabajo,nivel_satisfaccion_relaciones,nivel_satisfaccion_conciliacion
135,944,No,female,49,1974,married,2,Other,travel rarely,12,no,full time,3,4,29,26,1,7,sin asignar,3,laboratory technician,No,3,51.0,527.0,22477.0,7403.0,11,1,3,1,2,3,2
136,984,No,male,35,1988,ns/nc,4,ns/nc,non travel,33,no,part time,2,6,11,10,0,8,sin asignar,3,sales executive,No,3,0.0,882.0,6812.0,4859.0,13,1,3,2,4,2,3
137,1088,No,female,38,1985,married,1,Life Sciences,travel rarely,27,no,full time,4,0,20,19,1,9,sin asignar,3,healthcare representative,No,3,65.0,330.0,24608.0,8823.0,18,1,2,3,3,1,2
138,1124,No,male,46,1977,married,1,Marketing,non travel,4,no,full time,3,3,11,12,4,9,sales,4,manager,No,3,0.0,406.0,15596.0,4859.0,12,1,3,1,3,4,3
139,0,No,male,36,1987,single,4,ns/nc,non travel,28,no,full time,0,2,18,11,0,9,sin asignar,2,manufacturing director,No,4,78.0,217.0,23238.0,4859.0,20,0,3,1,4,1,3
140,1167,Yes,male,42,1981,single,3,Life Sciences,travel frequently,24,yes,full time,2,0,11,21,13,14,sin asignar,4,sales executive,No,3,44.0,481.0,2447.0,4859.0,12,0,3,1,1,2,2
141,1184,No,male,34,1989,single,3,ns/nc,travel frequently,1,yes,full time,3,0,14,13,4,9,sin asignar,2,healthcare representative,No,4,97.0,669.0,25755.0,4859.0,20,0,2,4,1,3,3
142,0,No,male,30,1993,ns/nc,3,Medical,travel rarely,1,yes,full time,2,0,12,11,5,7,research & development,1,research scientist,Yes,4,63.0,1465.0,9369.0,3579.0,21,1,3,4,2,1,3
143,0,No,male,54,1969,married,3,Life Sciences,travel rarely,4,yes,part time,2,3,36,10,0,9,sin asignar,4,research director,No,3,85.0,685.0,23474.0,17779.0,14,0,3,4,4,1,3
144,1252,No,female,31,1992,single,3,Medical,travel rarely,38,no,full time,2,1,10,10,1,8,sin asignar,2,healthcare representative,No,3,96.0,1062.0,17198.0,4859.0,19,0,2,3,1,2,3
145,1267,No,male,44,1979,married,3,ns/nc,non travel,8,yes,part time,5,7,26,22,3,10,sin asignar,5,manager,No,3,88.0,1099.0,8751.0,18213.0,11,1,3,2,2,3,3
146,1278,No,male,55,1968,divorced,1,ns/nc,non travel,12,no,full time,3,1,11,33,15,0,sin asignar,4,healthcare representative,Yes,3,37.0,177.0,25592.0,13577.0,15,1,2,4,2,4,3
147,1288,No,male,44,1979,divorced,2,Life Sciences,travel rarely,6,no,full time,4,1,11,25,14,13,sin asignar,5,manager,No,3,92.0,1199.0,17477.0,19190.0,14,2,4,3,1,4,2
148,0,No,male,34,1989,ns/nc,3,Life Sciences,travel frequently,17,yes,full time,5,4,14,10,1,8,human resources,2,human resources,No,3,56.0,648.0,21833.0,4859.0,11,2,2,3,2,4,4
149,1307,No,female,39,1984,divorced,4,ns/nc,non travel,20,no,full time,4,6,11,19,15,2,sin asignar,4,manager,Yes,3,94.0,412.0,17334.0,17123.0,13,2,2,3,2,4,3
150,1336,No,female,55,1968,ns/nc,2,Medical,travel rarely,3,yes,full time,5,4,23,19,9,11,sin asignar,5,manager,No,3,58.0,282.0,6992.0,19187.0,14,1,1,4,3,4,3
151,1352,No,male,51,1972,ns/nc,3,Life Sciences,non travel,8,yes,part time,2,1,11,33,0,10,sin asignar,4,manager,No,3,84.0,770.0,17588.0,4859.0,11,1,3,3,2,2,3
152,1360,Yes,female,58,1965,married,4,Medical,non travel,22,yes,part time,0,7,11,10,5,9,sin asignar,3,manufacturing director,No,3,53.0,601.0,12023.0,10008.0,14,0,2,1,1,4,2
153,0,No,male,48,1975,single,3,Life Sciences,non travel,6,yes,full time,2,1,11,10,0,8,sin asignar,3,manufacturing director,No,3,54.0,855.0,18706.0,4859.0,11,0,3,4,4,3,3
154,1419,No,male,29,1994,single,3,ns/nc,travel rarely,27,no,full time,3,1,11,10,0,9,human resources,3,human resources,No,3,51.0,332.0,9769.0,7988.0,13,0,2,2,1,1,2
155,1478,No,male,34,1989,single,3,Other,non travel,4,yes,part time,2,3,15,13,3,12,sin asignar,2,sales executive,No,3,81.0,1326.0,15891.0,4859.0,18,0,1,4,1,4,3
156,1480,No,female,42,1981,ns/nc,2,ns/nc,travel frequently,14,yes,full time,3,1,12,12,5,8,sin asignar,1,laboratory technician,No,3,74.0,748.0,16458.0,4859.0,13,0,3,1,4,3,3
157,0,No,male,57,1966,married,2,Life Sciences,travel rarely,1,yes,full time,2,0,13,12,2,8,sin asignar,2,research scientist,No,4,93.0,405.0,2721.0,4859.0,24,1,4,2,3,1,2
158,1489,Yes,female,34,1989,single,4,ns/nc,travel rarely,38,no,full time,2,0,16,15,10,10,sin asignar,2,sales executive,Yes,4,40.0,790.0,7815.0,4859.0,23,0,2,1,2,3,4
159,1520,No,female,54,1969,ns/nc,4,Medical,travel frequently,17,yes,full time,2,3,26,14,1,12,sin asignar,4,manager,No,3,87.0,1050.0,24456.0,4859.0,20,1,3,2,4,1,3
160,1535,No,male,34,1989,ns/nc,3,ns/nc,travel rarely,1,no,part time,3,1,11,10,8,6,sin asignar,3,sales executive,No,3,64.0,971.0,12288.0,7083.0,14,0,2,4,3,4,3
161,1586,No,male,29,1994,single,1,Medical,non travel,4,yes,full time,3,1,11,10,1,5,sin asignar,1,laboratory technician,No,3,87.0,1370.0,16213.0,4723.0,18,0,3,2,1,4,3
162,1596,No,male,35,1988,ns/nc,3,Life Sciences,travel rarely,45,yes,full time,3,1,11,10,6,8,sin asignar,2,laboratory technician,No,3,46.0,750.0,25348.0,3407.0,17,2,4,2,3,4,2
163,1667,Yes,male,35,1988,ns/nc,4,Other,non travel,19,yes,full time,2,3,13,11,6,7,sin asignar,2,sales executive,No,4,36.0,880.0,10414.0,4859.0,24,0,3,4,4,1,4
164,1701,No,female,34,1989,married,3,Life Sciences,travel rarely,30,yes,full time,3,1,10,10,8,7,sin asignar,1,research scientist,No,3,35.0,678.0,20338.0,2929.0,12,0,2,2,4,2,3
165,1706,No,male,43,1980,ns/nc,3,ns/nc,non travel,3,no,full time,3,1,10,10,8,8,sin asignar,2,sales executive,Yes,3,73.0,1179.0,6069.0,4859.0,17,1,3,4,4,1,3
166,0,No,male,58,1965,divorced,3,Medical,non travel,3,yes,full time,0,4,37,16,14,14,sin asignar,4,manager,No,4,52.0,350.0,22577.0,4859.0,22,1,3,2,2,4,2
167,0,No,female,36,1987,married,4,ns/nc,travel rarely,22,no,full time,4,1,10,10,1,7,sales,2,sales executive,Yes,3,63.0,1266.0,6060.0,4859.0,13,1,2,1,3,1,3
168,1971,No,male,43,1980,married,3,Life Sciences,travel rarely,17,yes,full time,1,1,10,10,0,9,sin asignar,3,healthcare representative,No,3,30.0,574.0,16873.0,4859.0,17,1,3,1,3,2,3
169,0,No,male,55,1968,married,4,Human Resources,non travel,41,yes,part time,0,4,35,10,1,4,sin asignar,5,manager,Yes,3,71.0,189.0,25811.0,4859.0,18,1,4,3,2,1,3
170,1976,No,male,42,1981,single,2,ns/nc,non travel,37,yes,part time,2,1,20,20,3,7,research & development,2,research scientist,No,3,37.0,0.0,14811.0,4859.0,12,0,2,4,3,4,3
171,1985,No,female,40,1983,married,3,Technical Degree,non travel,17,yes,full time,2,1,10,10,9,4,sin asignar,2,laboratory technician,No,3,73.0,692.0,26849.0,4859.0,11,1,3,4,3,1,4
172,2032,Yes,male,56,1967,married,2,Technical Degree,non travel,11,yes,part time,4,8,14,10,9,8,research & development,1,laboratory technician,No,3,72.0,310.0,3666.0,4859.0,11,1,3,4,3,4,1
173,2056,No,female,39,1984,ns/nc,1,Marketing,travel rarely,53,yes,part time,2,0,11,20,9,6,sin asignar,4,sales executive,No,3,60.0,722.0,8828.0,12031.0,11,1,2,3,4,1,2
174,0,No,female,53,1970,married,4,Life Sciences,travel rarely,3,yes,part time,3,2,11,25,3,7,sin asignar,4,manager,No,3,78.0,1219.0,22021.0,15427.0,16,0,2,1,4,3,3
175,0,No,male,27,1996,single,3,ns/nc,travel frequently,12,no,full time,0,1,9,9,1,7,sin asignar,3,sales executive,No,3,37.0,994.0,2975.0,4859.0,15,0,3,4,3,4,3
176,57,No,female,30,1993,ns/nc,2,ns/nc,travel frequently,1,yes,full time,2,1,12,12,3,7,sin asignar,2,laboratory technician,No,4,58.0,721.0,10781.0,4859.0,23,0,3,3,4,4,3
177,0,No,male,35,1988,married,5,Life Sciences,non travel,28,yes,part time,3,1,9,9,1,8,sin asignar,3,sales executive,No,4,71.0,853.0,11031.0,4859.0,22,1,3,2,1,4,2
178,78,No,male,32,1991,married,3,Medical,travel rarely,1,yes,full time,3,1,9,9,7,8,research & development,2,manufacturing director,Yes,4,0.0,427.0,10877.0,6162.0,22,1,3,1,4,2,3
179,104,No,male,30,1993,married,1,Life Sciences,travel rarely,1,no,full time,1,1,11,10,3,0,sin asignar,2,laboratory technician,No,3,55.0,852.0,15998.0,5126.0,12,2,2,4,4,3,3
180,118,Yes,male,46,1977,ns/nc,2,Medical,non travel,14,no,full time,3,1,9,9,4,7,sales,3,sales executive,No,3,64.0,669.0,13596.0,9619.0,16,0,2,3,4,4,3
181,121,No,female,30,1993,ns/nc,2,ns/nc,travel rarely,6,no,full time,4,1,11,11,2,7,sin asignar,2,sales executive,Yes,3,63.0,1334.0,19760.0,4859.0,12,3,2,3,2,2,2
182,125,No,male,32,1991,single,4,ns/nc,non travel,9,yes,part time,0,1,12,11,5,7,sin asignar,2,sales executive,No,3,87.0,1093.0,24301.0,5010.0,16,0,3,2,3,1,3
183,0,No,male,35,1988,married,5,Marketing,travel rarely,59,no,full time,3,1,11,10,0,6,sin asignar,3,sales executive,No,3,94.0,0.0,11439.0,4859.0,13,2,3,3,2,1,3
184,207,No,female,32,1991,single,3,Marketing,non travel,12,yes,part time,2,1,9,9,3,7,sin asignar,3,sales executive,No,3,43.0,967.0,15589.0,4859.0,14,0,3,2,4,4,3
185,227,No,male,41,1982,divorced,3,Life Sciences,travel rarely,54,yes,full time,2,4,11,9,1,8,research & development,1,research scientist,No,3,56.0,465.0,4609.0,4859.0,12,1,3,1,3,1,3
186,253,No,female,40,1983,ns/nc,1,Medical,travel rarely,6,no,full time,2,1,21,20,9,9,sin asignar,5,manager,No,3,46.0,989.0,6499.0,19033.0,14,1,3,4,3,2,3
187,264,No,male,45,1978,married,2,ns/nc,non travel,3,yes,full time,1,9,22,20,11,8,sin asignar,4,manager,No,4,65.0,1195.0,20462.0,4859.0,23,1,2,1,4,4,3
188,291,Yes,male,32,1991,married,4,ns/nc,travel rarely,6,no,part time,2,1,14,14,9,8,sin asignar,3,sales executive,No,3,32.0,1045.0,25812.0,10400.0,11,0,1,4,4,3,2
189,292,No,male,30,1993,ns/nc,1,Life Sciences,non travel,1,yes,part time,2,1,11,11,5,8,research & development,3,manufacturing director,No,4,88.0,829.0,20925.0,4859.0,22,0,2,3,3,3,3
190,306,No,male,37,1986,ns/nc,3,ns/nc,non travel,17,yes,full time,1,1,11,10,0,7,sin asignar,3,research director,No,3,47.0,663.0,10056.0,4859.0,14,3,3,2,4,3,3
191,0,No,male,37,1986,divorced,4,ns/nc,non travel,6,no,part time,2,4,13,9,5,8,sin asignar,1,sales representative,No,3,41.0,319.0,2539.0,2793.0,17,1,3,1,4,3,3
192,335,No,male,40,1983,ns/nc,2,Technical Degree,non travel,38,no,full time,3,1,11,9,4,7,sin asignar,2,research scientist,No,3,62.0,1300.0,24447.0,4859.0,17,2,3,1,4,1,3
193,0,No,female,36,1987,married,4,ns/nc,non travel,38,yes,full time,3,7,11,9,0,8,sin asignar,2,laboratory technician,No,3,47.0,1105.0,6927.0,5674.0,15,1,3,2,2,3,3
194,420,No,male,32,1991,married,3,Life Sciences,travel rarely,11,yes,full time,3,1,13,13,4,8,sin asignar,2,sales executive,No,3,91.0,906.0,16985.0,4859.0,14,1,2,4,3,3,2
195,421,No,female,38,1985,ns/nc,2,Life Sciences,non travel,40,yes,full time,2,3,11,10,0,1,sin asignar,3,research director,No,3,81.0,849.0,26707.0,4859.0,17,1,2,1,2,3,3
196,441,No,female,30,1993,married,2,ns/nc,travel rarely,45,yes,part time,2,1,11,10,1,9,sin asignar,2,research scientist,No,3,64.0,1275.0,11934.0,4859.0,13,2,3,4,4,4,3
197,531,No,male,39,1984,ns/nc,1,ns/nc,non travel,1,yes,full time,3,1,21,21,1,6,sin asignar,5,manager,No,3,52.0,1218.0,8213.0,19197.0,14,1,3,2,3,3,3
198,549,No,female,60,1963,ns/nc,3,Life Sciences,non travel,11,yes,part time,5,5,33,29,11,10,sin asignar,5,manager,No,3,41.0,422.0,3854.0,4859.0,11,0,3,1,1,4,1
199,567,No,female,30,1993,ns/nc,4,Other,non travel,35,yes,full time,3,0,10,9,7,8,sin asignar,3,sales executive,No,3,69.0,1398.0,2890.0,8412.0,11,0,3,3,1,3,3
200,581,No,male,31,1992,divorced,1,ns/nc,travel rarely,14,yes,full time,6,1,11,13,0,8,research & development,3,manufacturing director,No,4,0.0,1274.0,14394.0,4859.0,25,1,3,3,2,4,4
201,702,Yes,male,33,1990,single,3,Life Sciences,non travel,4,no,part time,3,1,11,10,9,7,sin asignar,1,research scientist,Yes,3,70.0,1076.0,3164.0,3348.0,11,0,3,1,1,1,3
202,716,No,male,50,1973,married,1,Medical,non travel,45,yes,full time,3,1,20,20,3,8,sin asignar,1,laboratory technician,Yes,3,74.0,1207.0,3297.0,4859.0,11,3,4,4,3,3,3
203,772,No,male,32,1991,ns/nc,4,Life Sciences,non travel,38,yes,full time,2,1,10,10,4,7,research & development,2,laboratory technician,No,3,80.0,430.0,21146.0,5309.0,15,2,3,1,4,4,3
204,836,No,male,42,1981,ns/nc,3,ns/nc,non travel,46,yes,part time,3,1,10,9,7,8,sin asignar,2,manufacturing director,No,3,98.0,933.0,11806.0,4859.0,13,1,3,2,2,4,2
205,840,Yes,female,49,1974,married,3,Marketing,non travel,17,no,full time,3,1,11,9,7,7,sales,3,sales executive,No,3,43.0,1184.0,5860.0,7654.0,18,2,3,3,4,1,4
206,844,No,male,27,1996,divorced,1,ns/nc,non travel,8,yes,full time,3,1,11,9,0,8,sin asignar,3,research director,No,3,42.0,0.0,8842.0,12808.0,16,1,2,3,4,2,3
207,0,No,male,33,1990,divorced,3,Medical,travel rarely,1,yes,full time,5,1,9,9,0,8,sin asignar,2,sales executive,No,3,48.0,586.0,21816.0,4859.0,22,1,4,1,1,1,3
208,867,No,female,52,1971,married,4,ns/nc,non travel,41,no,part time,3,3,31,9,0,0,research & development,4,manufacturing director,No,4,81.0,890.0,19028.0,4859.0,22,0,2,3,4,3,3
209,889,No,male,32,1991,ns/nc,2,Life Sciences,non travel,8,yes,part time,3,1,10,10,5,3,sin asignar,2,sales executive,No,3,48.0,379.0,8891.0,4859.0,14,1,3,2,2,4,3
210,924,No,male,36,1987,ns/nc,1,Life Sciences,non travel,22,no,full time,2,0,11,16,4,11,sin asignar,2,healthcare representative,No,3,68.0,1425.0,4821.0,6586.0,17,1,3,3,4,1,2
211,0,No,female,31,1992,ns/nc,2,ns/nc,non travel,32,no,full time,2,1,11,9,0,0,sales,2,sales executive,No,3,45.0,1188.0,24406.0,4859.0,13,1,3,4,3,4,2
212,0,No,male,36,1987,single,4,Medical,travel rarely,3,yes,full time,6,4,11,11,3,9,sin asignar,1,laboratory technician,No,4,79.0,938.0,12287.0,2519.0,21,0,3,3,3,3,3
213,976,No,male,52,1971,married,2,Life Sciences,non travel,1,yes,part time,2,2,26,9,7,8,sin asignar,4,manager,No,3,70.0,1053.0,13829.0,17099.0,15,1,3,4,4,2,3
214,992,No,male,33,1990,single,3,ns/nc,non travel,27,no,full time,2,1,10,10,6,0,sin asignar,4,manager,No,3,38.0,722.0,20489.0,4859.0,11,0,3,4,3,4,3
215,1002,No,male,45,1978,ns/nc,2,Life Sciences,non travel,37,yes,part time,2,1,9,9,0,8,sin asignar,2,laboratory technician,Yes,3,42.0,248.0,14039.0,4859.0,15,1,3,4,1,3,3
216,1073,No,female,36,1987,ns/nc,5,ns/nc,travel rarely,19,yes,full time,2,0,15,14,7,8,research & development,3,manufacturing director,No,3,51.0,796.0,15669.0,4859.0,11,0,2,4,4,2,2
217,1138,No,male,49,1974,ns/nc,4,ns/nc,non travel,12,no,part time,3,6,22,9,2,3,sin asignar,4,sales executive,No,3,56.0,174.0,11879.0,13120.0,17,1,2,4,2,2,3
218,0,Yes,female,29,1994,ns/nc,1,ns/nc,non travel,37,yes,full time,3,1,11,11,3,10,sin asignar,3,sales executive,No,3,45.0,408.0,11162.0,4859.0,13,1,2,4,1,1,1
219,1192,No,female,29,1994,married,1,ns/nc,non travel,9,no,full time,5,1,11,10,0,8,sin asignar,1,laboratory technician,No,3,54.0,0.0,26342.0,3131.0,13,1,3,2,4,1,3
220,1196,No,female,37,1986,married,3,Life Sciences,non travel,1,yes,part time,2,1,14,14,3,11,research & development,2,manufacturing director,No,3,56.0,977.0,9961.0,4859.0,13,1,2,4,4,2,2
221,0,No,male,33,1990,ns/nc,5,ns/nc,travel rarely,16,yes,full time,3,0,11,9,0,8,sin asignar,3,sales executive,No,3,82.0,536.0,21708.0,4859.0,14,2,4,4,3,4,3
222,0,No,female,34,1989,divorced,3,Medical,travel frequently,30,yes,part time,2,4,15,11,5,10,sin asignar,2,laboratory technician,No,3,46.0,135.0,22534.0,4444.0,13,2,3,3,2,3,4
223,1315,No,female,28,1995,married,3,ns/nc,non travel,1,yes,full time,6,0,10,9,7,5,sin asignar,2,laboratory technician,No,3,55.0,1476.0,16392.0,6674.0,11,3,1,3,4,1,3
224,1324,No,female,31,1992,ns/nc,4,ns/nc,non travel,3,yes,full time,5,1,10,10,9,6,sin asignar,3,sales executive,Yes,3,57.0,587.0,8935.0,9852.0,19,1,3,4,3,1,2
225,1334,No,male,42,1981,ns/nc,1,Life Sciences,non travel,3,no,part time,3,0,21,20,2,10,sin asignar,4,manager,Yes,3,0.0,495.0,26582.0,17861.0,13,0,3,3,3,4,2
226,1346,No,male,40,1983,single,3,Life Sciences,travel rarely,3,yes,part time,4,1,9,9,8,8,sin asignar,2,research scientist,No,3,98.0,523.0,22455.0,4859.0,13,0,3,3,4,3,3
227,1356,No,female,34,1989,single,2,Medical,non travel,24,yes,full time,6,1,11,10,9,6,sin asignar,2,sales executive,No,3,66.0,507.0,23553.0,4859.0,12,0,3,3,1,4,4
228,1423,No,female,58,1965,ns/nc,3,ns/nc,travel rarely,1,no,full time,3,3,11,9,1,5,sin asignar,5,research director,No,4,76.0,1055.0,22456.0,4859.0,21,1,3,4,1,3,3
229,1459,Yes,female,31,1992,ns/nc,5,ns/nc,travel frequently,1,yes,full time,2,1,11,10,4,7,sin asignar,3,manufacturing director,No,3,100.0,1445.0,8931.0,7446.0,11,0,4,3,2,1,3
230,0,No,male,40,1983,ns/nc,1,ns/nc,non travel,12,yes,full time,5,2,16,9,4,8,sin asignar,3,research director,No,3,55.0,218.0,25178.0,13757.0,11,1,2,4,2,3,3
231,1472,No,male,53,1970,single,3,Medical,non travel,3,yes,full time,2,4,35,9,8,8,sin asignar,4,research director,No,3,39.0,447.0,19764.0,16598.0,12,0,4,4,2,2,2
232,1485,No,male,34,1989,ns/nc,3,ns/nc,non travel,24,yes,full time,3,7,16,14,6,9,research & development,4,research director,No,3,71.0,829.0,11929.0,4859.0,14,2,3,2,1,4,2
233,0,No,female,35,1988,single,3,Life Sciences,travel rarely,25,yes,full time,3,1,11,11,3,3,sin asignar,3,healthcare representative,No,3,91.0,1029.0,21195.0,4859.0,19,0,2,4,2,4,1
234,1543,No,male,37,1986,married,3,ns/nc,non travel,20,yes,full time,2,1,11,10,3,7,sin asignar,2,research scientist,No,3,47.0,674.0,3031.0,4285.0,17,0,3,1,4,1,3
235,1547,No,male,42,1981,ns/nc,3,ns/nc,travel frequently,3,yes,part time,3,2,24,20,13,9,sin asignar,3,healthcare representative,Yes,3,40.0,0.0,18611.0,10124.0,14,1,3,4,4,3,1
236,1553,No,male,45,1978,divorced,4,ns/nc,non travel,1,yes,full time,4,1,11,10,7,7,sin asignar,3,healthcare representative,No,3,66.0,538.0,20933.0,4859.0,12,3,3,1,2,1,3
237,1562,Yes,male,30,1993,married,3,ns/nc,travel rarely,1,yes,full time,4,1,11,10,6,7,sin asignar,2,sales executive,No,3,64.0,740.0,5323.0,9714.0,11,1,2,2,1,4,3
238,1582,No,male,38,1985,married,3,Life Sciences,travel rarely,22,yes,part time,3,0,10,9,7,7,sin asignar,2,sales executive,No,3,80.0,1245.0,12355.0,9924.0,11,1,3,3,2,4,3
239,1606,No,male,50,1973,ns/nc,5,Medical,non travel,32,no,part time,3,2,32,30,12,13,sin asignar,4,healthcare representative,No,3,41.0,1234.0,20689.0,11245.0,15,1,3,2,3,3,3
240,0,No,male,39,1984,ns/nc,2,ns/nc,travel rarely,4,yes,full time,3,0,11,10,0,7,sin asignar,2,laboratory technician,No,3,76.0,170.0,10302.0,3069.0,15,1,2,3,3,4,3
241,1658,No,female,34,1989,ns/nc,3,ns/nc,travel rarely,4,yes,part time,2,1,11,11,7,9,sin asignar,2,research scientist,No,3,66.0,1130.0,19332.0,4859.0,12,1,3,4,2,3,3
242,1665,No,female,54,1969,ns/nc,5,ns/nc,travel rarely,35,yes,part time,6,3,36,10,4,7,research & development,4,manager,No,4,91.0,584.0,18685.0,4859.0,25,1,3,2,3,3,3
243,0,No,male,41,1982,ns/nc,3,Marketing,travel rarely,9,no,full time,3,1,11,10,8,7,sin asignar,3,sales executive,No,3,35.0,918.0,15869.0,9241.0,12,0,3,4,3,2,3
244,1737,No,male,39,1984,married,3,Life Sciences,non travel,1,yes,full time,2,1,11,9,5,8,sin asignar,2,laboratory technician,No,3,77.0,792.0,8989.0,6472.0,15,1,3,4,4,4,3
245,0,No,male,40,1983,ns/nc,4,ns/nc,travel rarely,11,no,full time,3,1,11,21,12,8,sin asignar,5,manager,No,3,88.0,611.0,4349.0,4859.0,14,0,3,2,2,2,2
246,0,No,male,33,1990,ns/nc,3,Technical Degree,non travel,6,yes,full time,2,5,11,9,1,7,sin asignar,2,research scientist,No,3,90.0,0.0,6194.0,3055.0,15,2,3,4,2,4,2
247,1790,No,male,36,1987,ns/nc,3,Life Sciences,non travel,16,no,part time,1,7,15,12,5,7,sin asignar,3,healthcare representative,No,3,90.0,1383.0,25949.0,8321.0,13,1,3,4,1,4,3
248,0,No,male,33,1990,married,4,Life Sciences,non travel,12,yes,full time,1,6,14,10,7,6,sin asignar,1,research scientist,No,3,90.0,867.0,6076.0,3143.0,19,1,4,4,1,2,3
249,1823,No,male,34,1989,ns/nc,2,ns/nc,travel rarely,12,no,full time,5,1,10,10,4,8,sin asignar,2,sales executive,No,4,92.0,0.0,22128.0,4859.0,21,2,4,2,3,3,3
250,0,No,male,29,1994,married,1,Medical,travel frequently,74,no,full time,3,1,11,11,3,10,research & development,1,laboratory technician,No,3,40.0,574.0,7003.0,4859.0,13,0,3,4,4,2,4
251,1857,No,male,46,1977,divorced,2,Life Sciences,travel rarely,3,yes,full time,4,3,12,9,4,7,sin asignar,3,manufacturing director,No,3,82.0,706.0,19989.0,8578.0,14,1,3,4,4,3,2
252,1864,No,female,27,1996,married,1,Medical,travel rarely,37,no,full time,5,1,11,9,5,8,sin asignar,2,sales representative,No,4,36.0,728.0,7018.0,4859.0,21,1,2,2,3,4,3
253,1881,No,male,31,1992,divorced,3,Life Sciences,non travel,57,no,full time,2,1,10,10,0,2,sin asignar,2,laboratory technician,No,3,89.0,311.0,18624.0,4197.0,11,1,3,2,3,1,3
254,1888,No,female,45,1978,ns/nc,2,Life Sciences,travel rarely,40,yes,full time,2,0,10,9,3,8,research & development,2,manufacturing director,No,3,93.0,556.0,23888.0,4859.0,13,2,2,2,4,4,2
255,1950,No,male,34,1989,ns/nc,3,Marketing,travel rarely,1,no,full time,3,1,14,14,2,1,sin asignar,3,sales executive,No,4,32.0,937.0,6770.0,9888.0,21,0,3,1,4,1,2
256,0,No,male,31,1992,married,3,Life Sciences,non travel,1,yes,full time,6,1,10,10,8,7,research & development,2,research scientist,No,3,48.0,1125.0,5771.0,4859.0,21,0,1,4,1,2,3
257,1962,No,female,35,1988,ns/nc,4,ns/nc,non travel,11,no,part time,2,1,10,10,0,9,sin asignar,2,sales executive,Yes,3,55.0,1224.0,13586.0,4859.0,11,0,3,3,4,4,3
258,1975,No,male,39,1984,single,4,Marketing,travel rarely,24,no,full time,3,0,21,20,11,10,sin asignar,4,sales executive,No,3,77.0,119.0,25098.0,13341.0,12,0,3,2,1,1,3
259,1986,No,female,40,1983,married,2,Marketing,travel rarely,3,yes,full time,4,3,11,11,5,10,sin asignar,2,sales executive,No,3,92.0,444.0,4258.0,5677.0,14,1,3,2,2,3,3
260,0,No,male,30,1993,married,2,Medical,travel rarely,1,no,part time,6,1,12,12,1,7,sin asignar,1,laboratory technician,No,3,76.0,911.0,4077.0,4859.0,13,0,3,4,2,3,2
261,2000,No,female,47,1976,married,1,ns/nc,non travel,1,yes,part time,3,0,14,13,5,12,research & development,3,research director,No,3,98.0,0.0,17231.0,4859.0,18,2,3,3,2,1,1
262,0,No,male,52,1971,divorced,4,ns/nc,non travel,46,yes,full time,3,2,16,9,0,0,sin asignar,1,sales representative,No,3,0.0,585.0,19788.0,4859.0,15,2,3,1,4,2,3
263,2,No,male,49,1974,married,1,ns/nc,travel frequently,12,yes,part time,3,1,10,10,1,7,sin asignar,2,research scientist,No,4,61.0,0.0,24907.0,4859.0,23,1,2,3,2,4,3
264,5,No,female,33,1990,married,4,Life Sciences,travel frequently,30,yes,full time,3,1,11,8,3,0,sin asignar,1,research scientist,No,3,56.0,1392.0,23159.0,2909.0,11,0,3,1,3,3,3
265,0,No,male,32,1991,ns/nc,2,Life Sciences,non travel,3,yes,part time,2,0,8,7,3,6,sin asignar,1,laboratory technician,No,3,79.0,1005.0,11864.0,4859.0,13,0,3,4,4,3,2
266,0,No,male,38,1985,ns/nc,3,ns/nc,travel frequently,37,yes,full time,2,0,11,9,1,8,research & development,3,manufacturing director,No,4,44.0,0.0,8787.0,9526.0,21,0,2,4,3,2,3
267,0,No,male,36,1987,ns/nc,3,Medical,travel rarely,43,yes,full time,3,6,17,7,7,7,research & development,2,healthcare representative,No,3,94.0,1299.0,16577.0,4859.0,13,2,3,3,3,2,2
268,35,No,male,42,1981,ns/nc,4,ns/nc,non travel,12,no,full time,2,0,10,9,4,2,sin asignar,2,sales executive,No,3,48.0,0.0,21173.0,6825.0,11,1,3,3,2,4,3
269,76,No,male,31,1992,divorced,4,Life Sciences,non travel,11,no,full time,3,3,11,7,1,7,research & development,2,laboratory technician,No,4,48.0,655.0,9528.0,4859.0,22,1,3,4,4,4,2
